url,title,full_title,publication_date,pdf_url,institution,og_title,og_description,wri_published,wri_authors,scrape_timestamp,status
https://www.wri.org/research/building-climate-equity,Building Climate Equity,Building Climate Equity,2015-15-06,https://files.wri.org/d8/s3fs-public/building-climate-equity-ES.pdf,,Building Climate Equity,"SynopsisFor more than two decades, crafting global actions that all nations believe to be equitable has been a central challenge for international climate policy. A new approach is required to resolve this challenge. Building on the experiences of 23 countries, this report demonstrates that climate action and equity can be mutually supportive and that well-designed climate policies can strengthen the capabilities of the least well-off and most vulnerable.",June 15 2015,,2026-06-19T15:38:08.110512+00:00,ok
https://www.wri.org/research/changing-drivers,Changing Drivers,Changing Drivers,2003-01-10,https://files.wri.org/d8/s3fs-public/changing_drivers_full_report.pdf,,Changing Drivers,"SynopsisEmerging carbon constraints constitute a new influence on competitiveness in the automotive industry, creating both risks and opportunities for companies that could materially affect their earnings and ability to compete in global markets. Executive SummarySee New York Times article, ""Catching Up to the Cost of Global Warming"" (July 25, 2004)",October 1 2003,,2026-06-19T15:38:08.295837+00:00,ok
https://www.wri.org/research/power-sector-opportunities-reducing-carbon-dioxide-emissions-missouri,Power Sector Opportunities For Reducing Carbon Dioxide Emissions: Missouri,Power Sector Opportunities For Reducing Carbon Dioxide Emissions: Missouri,2014-10-12,https://files.wri.org/d8/s3fs-public/MO_fact_sheet_summary.pdf,,Power Sector Opportunities For Reducing Carbon Dioxide Emissions: Missouri,"In this fact sheet, WRI examines existing tools Missouri can use to reduce power plant emissions and help meet future standards.",December 10 2014,,2026-06-19T15:38:08.351428+00:00,ok
https://www.wri.org/research/mining-and-critical-ecosystems,Mining and Critical Ecosystems,Mining and Critical Ecosystems,2003-01-11,https://files.wri.org/d8/s3fs-public/pdf/mining_critical_ecosystems_full.pdf,,Mining and Critical Ecosystems,SynopsisFirst-ever study to use computer-generated maps to identify environmentally or socially vulnerable areas to mining. It addresses the underlying questions that form the basis of the World Bank's controversial and on-going Extractive Industries Review.,November 1 2003,,2026-06-19T15:38:08.985659+00:00,ok
https://www.wri.org/research/digital-climate-informed-advisory-services,A Blueprint for Digital Climate-Informed Advisory Services: Building the Resilience of 300 Million Small-Scale Producers by 2030,A Blueprint for Digital Climate-Informed Advisory Services: Building the Resilience of 300 Million Small-Scale Producers by 2030,2021-29-07,https://files.wri.org/d8/s3fs-public/2021-07/blueprint-digital-climate-informed-advisory-services.pdf?VersionId=IT8u6x6ncMREJkxgbqmgZRFTuRVPlkEu,,A Blueprint for Digital Climate-Informed Advisory Services: Building the Resilience of 300 Million Small-Scale Producers by 2030,"In 2019, nearly 750 million people faced food insecurity, with that number expected to increase in the coming years. Climate change could significantly depress global crop yields, but adaptation efforts could help decrease this risk. The Blueprint for Digital Climate-Informed Advisory Services lays the conceptual foundation for building the climate resilience of at least 300 million small-scale agricultural producers by 2030.",July 29 2021,,2026-06-19T15:38:09.345548+00:00,ok
https://www.wri.org/research/behind-meter-solar-pv,Behind the Meter Solar PV,Behind the Meter Solar PV,2014-15-12,https://files.wri.org/d8/s3fs-public/understanding_cost_parity_solar_pv_0.pdf,,Behind the Meter Solar PV,"SynopsisThis factsheet is simple, go-to resource outlining how electricity supply options (renewable vs. traditional), specifically behind-the-meter solar photovoltaic (PV) systems, can be appropriately compared. This publication is the second in a series of three tools to help break down these analyses for greater clarity and precision in weighing the cost effectiveness of renewable energy options.",December 15 2014,,2026-06-19T15:38:09.369053+00:00,ok
https://www.wri.org/research/wetting-and-drying-reducing-greenhouse-gas-emissions-and-saving-water-rice-production,Wetting and Drying: Reducing Greenhouse Gas Emissions and Saving Water from Rice Production,Wetting and Drying: Reducing Greenhouse Gas Emissions and Saving Water from Rice Production,2014-16-12,https://files.wri.org/d8/s3fs-public/wetting-drying-reducing-greenhouse-gas-emissions-saving-water-rice-production.pdf,,Wetting and Drying: Reducing Greenhouse Gas Emissions and Saving Water from Rice Production,SynopsisInstallment 8 of Creating a Sustainable Food Future explores the potential to improve water management in rice production in order to reduce agricultural greenhouse gas emissions and save water.,December 16 2014,,2026-06-19T15:38:09.558919+00:00,ok
https://www.wri.org/research/material-flow-accounts,Material Flow Accounts,Material Flow Accounts,2005-01-09,https://files.wri.org/d8/s3fs-public/pdf/wri_mfa_policy.pdf,,Material Flow Accounts,"Synopsis This paper makes the case that employing Materials Flow Analysis as a tool for environmental policy has utility, and that this type of analysis addresses major environmental policy challenges.",September 1 2005,,2026-06-19T15:38:09.579394+00:00,ok
https://www.wri.org/research/power-sector-opportunities-reducing-carbon-dioxide-emissions-virginia,Power Sector Opportunities For Reducing Carbon Dioxide Emissions: Virginia,Power Sector Opportunities For Reducing Carbon Dioxide Emissions: Virginia,2014-10-12,https://files.wri.org/d8/s3fs-public/VA_fact_sheet.pdf,,Power Sector Opportunities For Reducing Carbon Dioxide Emissions: Virginia,"In this fact sheet, WRI examines existing tools Virginia can use to reduce power plant emissions and help meet future standards.",December 10 2014,,2026-06-19T15:38:09.866202+00:00,ok
https://www.wri.org/research/going-right-direction,Going in the Right Direction?,Going in the Right Direction?,2014-18-12,https://files.wri.org/d8/s3fs-public/Going_in_the_right_direction.pdf,,Going in the Right Direction?,"SynopsisThis working paper explores local finance structures in Nepal, the Philippines, Uganda and Zambia. It highlights challenges and good practices in channeling funding to communities that are vulnerable to climate change. Key FindingsThe working paper contains country specific recommendations for enhancing accountability for adaptation funds. Overall, national governments and adaptation finance providers can enhance accountability while using funds more effectively by:",December 18 2014,,2026-06-19T15:38:10.063679+00:00,ok
https://www.wri.org/research/explanatory-guide-cartagena-protocol-biosafety,The Explanatory Guide to the Cartagena Protocol on Biosafety,The Explanatory Guide to the Cartagena Protocol on Biosafety,2003-01-06,https://files.wri.org/d8/s3fs-public/pdf/biosafety_guide.pdf,,The Explanatory Guide to the Cartagena Protocol on Biosafety,"SynopsisProvides information on the content and origin of the provisions of the Cartagena Protocol on Biosafety and the legal obligations of the parties under the Protocol. Executive SummaryThe main goal of the Guide is to facilitate the understanding of the legal obligations of the Parties under the Cartagena Protocol on Biosafety. It is an explanatory guide, which attempts to provide an information base on the content and origin of the provisions of the Protocol.",June 1 2003,,2026-06-19T15:38:10.258020+00:00,ok
https://www.wri.org/research/gender-extractive-governance-legal-policy-frameworks,Gender and Extractive Governance: Lessons from Existing Legal and Policy Frameworks,Gender and Extractive Governance: Lessons from Existing Legal and Policy Frameworks,2021-15-07,https://files.wri.org/d8/s3fs-public/2021-07/gender-extractive-governance-lessons-existing-legal-policy-frameworks.pdf?VersionId=nlQLk_yKzLmX5gDGGzEDXrDPd9i60Vg3,,Gender and Extractive Governance: Lessons from Existing Legal and Policy Frameworks,"Greater gender equality accompanies economic advancement. However, in countries rich in oil, gas and minerals, economic advancement has not served women and gender minorities as well as men. On the contrary, gender inequality is more pronounced in countries significantly reliant on the extractive sector. The negative impacts of overreliance on the extractive sector appear at both the national level and the sites of major extraction projects. While the gendered issues related to the extractive sector have been broadly acknowledged, efforts to address them are not well developed.",July 15 2021,,2026-06-19T15:38:10.424627+00:00,ok
https://www.wri.org/research/clean-technology-fund,The Clean Technology Fund,The Clean Technology Fund,2010-12-11,https://files.wri.org/d8/s3fs-public/getting_to_work_2010-11-30.pdf,,The Clean Technology Fund,"SynopsisThis working paper series summarizes key innovations and challenges of the Clean Technology Fund. It analyzes the investment plans that the Fund has endorsed to date, and makes the case for greater emphasis on institutional capacity and governance in program design.",November 12 2010,,2026-06-19T15:38:10.823375+00:00,ok
https://www.wri.org/research/determining-impacts-ndc-enhancement-country-level-emissions,Determining Impacts of NDC Enhancement on Country-Level Emissions,Determining Impacts of NDC Enhancement on Country-Level Emissions,2021-05-08,https://files.wri.org/d8/s3fs-public/2021-08/determining-impacts-ndc-enhancement-country-level-emissions.pdf?VersionId=j6zXJSE1ZsDc40IpJICmJhnbyRCw7LrC,,Determining Impacts of NDC Enhancement on Country-Level Emissions,"This technical note describes a method for determining whether and to what extent Parties to the Paris Agreement have enhanced their nationally determined contributions (NDCs) with respect to greenhouse gas (GHG) mitigation. We estimate each Party’s target-year GHG emissions under its previous NDC (typically First NDC) and under its subsequent NDC (typically Updated First NDC or Second NDC). On this basis, we determine whether the subsequent NDC reduces emissions relative to the previous NDC and—where possible—by how much.",August 5 2021,,2026-06-19T15:38:11.004144+00:00,ok
https://www.wri.org/research/food-loss-and-waste-india-knowns-and-unknowns,Food Loss and Waste in India: The Knowns and The Unknowns,Food Loss and Waste in India: The Knowns and The Unknowns,2021-13-08,https://files.wri.org/d8/s3fs-public/2021-08/food-loss-and-waste-india-knowns-and-unknowns.pdf?VersionId=CxyU2iT0nn7gbXJH4AUNe15ezHQNXIT6,,Food Loss and Waste in India: The Knowns and The Unknowns,"This paper summarizes the state of play on food loss and waste research in India including existing data on food loss and waste, and current evidence for its social, economic, and ecological impacts.",August 13 2021,,2026-06-19T15:38:11.028268+00:00,ok
https://www.wri.org/research/designing-genes,Designing genes,Designing genes,2004-01-08,https://files.wri.org/d8/s3fs-public/pdf/designing_genes.pdf,,Designing genes,"SynopsisExplores the intersection of two critical, but rarely juxtaposed science and policy issues: The path to U.S. agricultural sustainability and the future of genetically engineered (GE) crops.",August 1 2004,,2026-06-19T15:38:11.056139+00:00,ok
https://www.wri.org/research/innovation-and-technology-transfer,Innovation and Technology Transfer,Innovation and Technology Transfer,2011-16-01,https://files.wri.org/d8/s3fs-public/innovation_and_technology_transfer.pdf,,Innovation and Technology Transfer,"SynopsisThis paper was prepared as a conference paper for the New York University / United Arab Emirates Ministry of Foreign Affairs Workshop on Climate Finance hosted in Abu Dhabi on January 22-23, 2011.",January 16 2011,,2026-06-19T15:38:11.236345+00:00,ok
https://www.wri.org/research/2014-year-temperature-records-and-landmark-climate-findings,2014: A Year of Temperature Records and Landmark Climate Findings,2014: A Year of Temperature Records and Landmark Climate Findings,2015-16-01,https://files.wri.org/d8/s3fs-public/2014_Temperature_Records_and_Landmark_Climate_Findings_fact_sheet.pdf,,2014: A Year of Temperature Records and Landmark Climate Findings,"SynopsisThis fact sheet offers an overview of key scientific takeaways from 2014, ranging from record-high temperatures to landmark findings related to climate change. Key FindingsAccording to the National Oceanic and Atmospheric Administration (NOAA), the world experienced its hottest year on record in 2014. This latest record marks the 38th consecutive year that the mean global temperature was above the twentieth century average.",January 16 2015,,2026-06-19T15:38:12.178514+00:00,ok
https://www.wri.org/research/ghg-protocol-scope-2-guidance,GHG Protocol Scope 2 Guidance,GHG Protocol Scope 2 Guidance,2015-20-01,https://files.wri.org/d8/s3fs-public/ghg-protocol-scope-2-guidance.pdf,,GHG Protocol Scope 2 Guidance,"SynopsisThis new Scope 2 Guidance represents a four-year global collaboration to harmonize methods for how companies report greenhouse gas (GHG) emissions from purchased electricity, steam, heat, and cooling (called scope 2 emissions).",January 20 2015,,2026-06-19T15:38:12.356172+00:00,ok
https://www.wri.org/research/multilateral-development-bank-lending-through-financial-intermediaries,Multilateral Development Bank Lending through Financial Intermediaries,Multilateral Development Bank Lending through Financial Intermediaries,2005-02-06,https://files.wri.org/d8/s3fs-public/pdf/iffe_mdb_lending.pdf,,Multilateral Development Bank Lending through Financial Intermediaries,SynopsisThis policy brief examines the limitations of MDB measures to assess and monitor the environmental and social impacts of subproject investments resulting from their lending through Financial Intermediary institutions. Executive Summary,June 2 2005,,2026-06-19T15:38:12.521025+00:00,ok
https://www.wri.org/research/traffic-safety-bus-priority-systems,Traffic Safety on Bus Priority Systems,Traffic Safety on Bus Priority Systems,2015-14-01,https://files.wri.org/d8/s3fs-public/Traffic-Safety-Bus-Priority-Corridors-BRT-EMBARQ-World-Resources-Institute.pdf,,Traffic Safety on Bus Priority Systems,"SynopsisThis report includes recommendations for integrating safety into the planning, design, and operation of major bus routes. Key FindingsKey findings from the report reveal the varied safety benefits for passengers, pedestrians, cyclists, and motorists that come from designing safe, high quality bus priority systems: · Design interventions on bus priority corridors can reduce traffic fatalities on the corridors by 50 percent",January 14 2015,,2026-06-19T15:38:12.573890+00:00,ok
https://www.wri.org/research/accelerating-innovation-urban-service-delivery-indian-cities-lessons-thecityfix-labs-india,Accelerating Innovation in Urban Service Delivery in Indian Cities: Lessons from TheCityFix Labs India,Accelerating Innovation in Urban Service Delivery in Indian Cities: Lessons from TheCityFix Labs India,2021-17-08,https://files.wri.org/d8/s3fs-public/2021-08/accelerating-innovation-urban-service-delivery-indian-cities-lessons-thecityfix-labs-india.pdf?VersionId=QY7KN2PfvWruw_8RV1T5uZXWOljkIymi,,Accelerating Innovation in Urban Service Delivery in Indian Cities: Lessons from TheCityFix Labs India,"This practice note looks at the WRI India approach of developing a powerful value accelerator platform to scale innovative solutions for gaps in service delivery in collaboration with the quadruple helix stakeholders of government, private sector, academia and citizens. This note assesses the existing innovation ecosystem and the potential for pilot projects to mobilise investment and spark policy reform for the successful delivery of sustainable urban services. This note also sheds light on the enabling conditions needed to deliver sustainable infrastructure, and issues that must be addressed to enable innovative small players and new entrants to participate.",August 17 2021,,2026-06-19T15:38:12.672633+00:00,ok
https://www.wri.org/research/farm-restoration-subsidies,Repurposing Agricultural Subsidies to Restore Degraded Farmland and Grow Rural Prosperity,Repurposing Agricultural Subsidies to Restore Degraded Farmland and Grow Rural Prosperity,2021-25-08,https://files.wri.org/d8/s3fs-public/2021-08/repurposing-agricultural-subsidies-restore-degraded-farmland-grow-rural-prosperity_3.pdf?VersionId=CCakKYvADDGKhiEvbvS16JYzbFoKXHtw,,Repurposing Agricultural Subsidies to Restore Degraded Farmland and Grow Rural Prosperity,"Agriculture and land use change account for up to a quarter of global greenhouse gas emissions and are a major cause of deforestation and ecosystem degradation. The misallocation of farm subsidies — which have risen globally from an annual $325 billion in 2000 to $619 billion today — is driving much of this destruction. Without reform, these subsidies will render vast expanses of healthy land useless. Given that the world will have 10 billion people by 2050, the loss of this land will make it impossible to feed the global population.",August 25 2021,,2026-06-19T15:38:12.807492+00:00,ok
https://www.wri.org/research/actions-large-energy-buyers-can-take-transform-and-decarbonize-grid,Actions Large Energy Buyers Can Take to Transform and Decarbonize the Grid: Procurement Practices for Achieving 100% Carbon Free Electricity,Actions Large Energy Buyers Can Take to Transform and Decarbonize the Grid: Procurement Practices for Achieving 100% Carbon Free Electricity,2021-20-08,https://files.wri.org/d8/s3fs-public/2021-08/actions-large-energy-buyers-transform-decarbonize-grid.pdf?VersionId=Tw6cz0CZHOH4l8zphdehWBWuULMInm6K,,Actions Large Energy Buyers Can Take to Transform and Decarbonize the Grid: Procurement Practices for Achieving 100% Carbon Free Electricity,This issue brief outlines six major advanced practices that large energy buyers can use to help reach a 100% carbon-free grid and how some companies and cities have implemented these approaches so far.,August 20 2021,,2026-06-19T15:38:13.302128+00:00,ok
https://www.wri.org/research/avoiding-bioenergy-competition-food-crops-and-land,Avoiding Bioenergy Competition for Food Crops and Land,Avoiding Bioenergy Competition for Food Crops and Land,2015-28-01,https://files.wri.org/d8/s3fs-public/avoiding_bioenergy_competition_food_crops_land.pdf,,Avoiding Bioenergy Competition for Food Crops and Land,"SynopsisInstallment 9 of Creating a Sustainable Food Future shows that any dedicated use of land for growing bioenergy inherently comes at the cost of not using that land for growing food or animal feed, or for storing carbon. It recommends several policy changes to phase out forms of bioenergy that use crops or that otherwise make dedicated use of land.",January 28 2015,,2026-06-19T15:38:13.440789+00:00,ok
https://www.wri.org/research/reefs-risk-caribbean,Reefs at Risk in the Caribbean,Reefs at Risk in the Caribbean,2004-01-09,https://files.wri.org/d8/s3fs-public/pdf/reefs_caribbean_full.pdf,,Reefs at Risk in the Caribbean,"SynopsisImproving coastal resource management and coral reef protection by providing comprehensive information on threats to coral reefs, the value of goods and services provided by these ecosystems, and economic losses that will result from their degradation.",September 1 2004,,2026-06-19T15:38:13.646060+00:00,ok
https://www.wri.org/research/guide-purchasing-green-power,Guide to Purchasing Green Power,Guide to Purchasing Green Power,2004-02-09,https://files.wri.org/d8/s3fs-public/pdf/guide_purchase_green.pdf,,Guide to Purchasing Green Power,"SynopsisProvides an overview of green power markets and describes the necessary steps to buying green power. This is a joint publication of the U.S. DOE, Energy Efficiency and Renewable Energy, Federal Energy Management Program; U.S. EPA Green Power Partnership; World Resources Institute; Center for Resource Solutions Green-e Renewable Energy Certification Program.",September 2 2004,,2026-06-19T15:38:13.988912+00:00,ok
https://www.wri.org/research/banking-beyond-climate-commitments,Banking Beyond Climate Commitments: Transforming Client Engagement and Products & Services for a Net-Zero Emissions Future,Banking Beyond Climate Commitments: Transforming Client Engagement and Products & Services for a Net-Zero Emissions Future,2021-30-08,https://files.wri.org/d8/s3fs-public/2021-08/banking-beyond-climate-commitments.pdf?VersionId=w5tCECT74FHnX_XvraEmYj6jqMpBFkli,,Banking Beyond Climate Commitments: Transforming Client Engagement and Products & Services for a Net-Zero Emissions Future,"Banks are gradually setting different types of targets: sustainable finance (green) commitments, science-based targets (SBTs), and net-zero commitments. In the financial sector, a sign of growing momentum behind climate action is the launch of the Glasgow Financial Alliance for Net Zero and the Net-Zero Banking Alliance in April 2021. Increased engagement in the Science Based Targets initiative is another sign of growing engagement from the banking sector in Paris alignment. Currently, 78 banks are working on their SBTs, and the number of participating banks is on the rise.",August 30 2021,,2026-06-19T15:38:14.221243+00:00,ok
https://www.wri.org/research/utility-scale-renewable-energy,Utility-Scale Renewable Energy,Utility-Scale Renewable Energy,2015-11-02,https://files.wri.org/d8/s3fs-public/WRI14_Factsheets_Utility_Scale_v4.pdf,,Utility-Scale Renewable Energy,"SynopsisThis factsheet is simple, go-to resource outlining how electricity supply options (renewable vs. traditional), specifically utility-scale renewable energy systems, can be appropriately compared. This publication is the final factsheet in a series of three tools to help break down these analyses for greater clarity and precision in weighing the cost effectiveness of renewable energy options.",February 11 2015,,2026-06-19T15:38:14.381991+00:00,ok
https://www.wri.org/research/power-of-collaboration,The Power of Collaboration: How U.S. Cities and Corporations Can Work Together to Advance Renewable Energy,The Power of Collaboration: How U.S. Cities and Corporations Can Work Together to Advance Renewable Energy,2021-01-09,https://files.wri.org/d8/s3fs-public/2021-08/power-of-collaboration.pdf?VersionId=aBVTtzLqRlmyD56BjobyF4.I75qiV77S,,The Power of Collaboration: How U.S. Cities and Corporations Can Work Together to Advance Renewable Energy,"Large energy users with renewable energy targets—like cities and corporations—face technical, policy, and market barriers when procuring renewables for their own operations and when attempting to expand access to renewables for other energy users. Municipal-corporate collaborations can remove these barriers and advance renewable electricity generation and use across the United States. Amplifying, enhancing, and scaling these efforts can help accelerate the clean energy transition.",September 1 2021,,2026-06-19T15:38:14.406786+00:00,ok
https://www.wri.org/research/solar-energy-utility-integrated-resource-plans,Solar Energy in Utility Integrated Resource Plans: Factors That Can Impact Customer Clean Energy Goals,Solar Energy in Utility Integrated Resource Plans: Factors That Can Impact Customer Clean Energy Goals,2021-31-08,https://files.wri.org/d8/s3fs-public/2021-09/solar-energy-utility-integrated-resource-plans.pdf?VersionId=EVSEzG85hgG3WknI7znmYoBkQv.Ebr5m,,Solar Energy in Utility Integrated Resource Plans: Factors That Can Impact Customer Clean Energy Goals,"Many electric utilities utilize Integrated Resource Plans (IRPs) to develop and communicate a long-term vision for their resource development. As such, IRPs play a significant role in solar development and in how customers achieve their clean energy goals. For large-scale energy customers, including corporations and local governments, understanding how IRP processes impact resource decisions—and how this relates to achieving their clean energy targets—can influence their engagement with utilities and regulators.",August 31 2021,,2026-06-19T15:38:14.456075+00:00,ok
https://www.wri.org/research/business-travel-ghg-emissions-analysis,Business Travel GHG Emissions Analysis,Business Travel GHG Emissions Analysis,2021-15-09,https://files.wri.org/d8/s3fs-public/2021-11/business-travel-ghg-emissions.pdf?VersionId=69HB.O26FyMCgMN1gh2xrOxNGtizh4AQ,,Business Travel GHG Emissions Analysis,"Air travel is an increasing source of global GHG emissions, yet still many organizations have struggled to reduce business travel activity. Originating out of the COVID-19 pandemic and global travel restrictions, this working paper is part of a series addressing business travel reduction opportunities. This paper discusses how various organizations can and have conducted GHG emissions measurement on air travel, set science-based reduction targets, and improved accuracy and efficiency of data over time.",September 15 2021,,2026-06-19T15:38:14.645897+00:00,ok
https://www.wri.org/research/making-participation-work,Making Participation Work,Making Participation Work,2003-25-10,https://files.wri.org/d8/s3fs-public/pdf/wssd_final_paper_wri.pdf,,Making Participation Work,"SynopsisThis report assesses the engagement and participation of global civil society in the World Summit on Sustainable Development held in Johannesburg, South Africa, in 2002. Executive SummaryThis report assesses the engagement and participation of global civil society in the World Summit on Sustainable Development held in Johannesburg, South Africa, in 2002.",October 25 2003,,2026-06-19T15:38:15.448918+00:00,ok
https://www.wri.org/research/data-management-systems-national-greenhouse-gas-inventories,Data Management Systems for National Greenhouse Gas Inventories,Data Management Systems for National Greenhouse Gas Inventories,2015-11-02,https://files.wri.org/d8/s3fs-public/WRI_Data_management_systems_national_GHG_inventories2.pdf,,Data Management Systems for National Greenhouse Gas Inventories,"SynopsisThis working paper provides a synthesis of country experiences with data management systems for national GHG inventories, based on survey responses from both Annex I and non-Annex I Parties.",February 11 2015,,2026-06-19T15:38:15.646305+00:00,ok
https://www.wri.org/research/building-climate-change-regime,Building the Climate Change Regime,Building the Climate Change Regime,2011-28-10,https://files.wri.org/d8/s3fs-public/building_the_climate_change_regime.pdf,,Building the Climate Change Regime,"SynopsisThis working paper seeks to identify concrete pathways for building an international ""climate change regime."" It surveys and analyzes the academic literature as well as proposals by non-governmental organizations (NGOs) and governments.",October 28 2011,,2026-06-19T15:38:15.697087+00:00,ok
https://www.wri.org/research/technical-note-india-water-tool,Technical Note For the India Water Tool,Technical Note For the India Water Tool,2015-26-02,https://files.wri.org/d8/s3fs-public/india_water_tool.pdf,,Technical Note For the India Water Tool,"SynopsisThis technical note describes the specifics of the indicator data and calculations underpinning the India Water Tool 2.0 (IWT). The IWT 2.0 allows companies, government agencies, and other users identify their water risks, prioritize their water management actions, plan for sustainable water management, and address water risks that confront agriculture, industry, households, and the natural environment in a given river basin.",February 26 2015,,2026-06-19T15:38:16.127622+00:00,ok
https://www.wri.org/research/accelerating-paris-aligned-financial-flows-typology-facilitating-paris-aligned-covid-19,Accelerating Paris-Aligned Financial Flows: A Typology for Facilitating a Paris-Aligned COVID-19 Recovery,Accelerating Paris-Aligned Financial Flows: A Typology for Facilitating a Paris-Aligned COVID-19 Recovery,2021-15-09,https://files.wri.org/d8/s3fs-public/2021-09/accelerating-paris-aligned-financial-flows-typology-facilitating-paris-aligned-covid-19-recovery.pdf?VersionId=RZ9_ZWdHB8G.HE18X1TmYep1ebhKy1SJ,,Accelerating Paris-Aligned Financial Flows: A Typology for Facilitating a Paris-Aligned COVID-19 Recovery,This paper discusses the COVID recovery packages of the G20 countries and assesses the Paris alignment of stimulus actions taken by these countries against a new typology for policies and regulations and their climate implications.,September 15 2021,,2026-06-19T15:38:16.605758+00:00,ok
https://www.wri.org/research/closing-the-gap-g20-climate-commitments-limiting-global-temperature-rise,Closing the Gap: The Impact of G20 Climate Commitments on Limiting Global Temperature Rise to 1.5°C,Closing the Gap: The Impact of G20 Climate Commitments on Limiting Global Temperature Rise to 1.5°C,2021-16-09,https://files.wri.org/d8/s3fs-public/2021-09/closing-the-gap-impact-g20-climate-commitments-limiting-global-temperature-rise-1-5c.pdf?VersionId=9HiMsiHXbWCXsMfT_WaDDA.cDeDu7p7M,,Closing the Gap: The Impact of G20 Climate Commitments on Limiting Global Temperature Rise to 1.5°C,"Under the Paris Agreement, Parties agreed to limit global temperature rise to well below 2°C, and pursue efforts to limit warming to 1.5°C. While some progress has been made in strengthening national climate targets and policies for reducing emissions, current targets are still insufficient to meet the Paris Agreement’s temperature goal. Strengthened 2030 and mid-century commitments are urgently needed.",September 16 2021,,2026-06-19T15:38:16.794565+00:00,ok
https://www.wri.org/research/world-resources-report-2010-2011,World Resources Report 2010-2011: Decision Making in a Changing Climate,World Resources Report 2010-2011: Decision Making in a Changing Climate,2011-17-10,https://files.wri.org/d8/s3fs-public/pdf/world_resources_report_2010-2011.pdf,,World Resources Report 2010-2011: Decision Making in a Changing Climate,World Resources Report 2010-2011: Decision Making in a Changing Climate is a major resource to help developing country national-level officials make decisions that support communities and economic sectors to become more climate resilient.,October 17 2011,,2026-06-19T15:38:16.880747+00:00,ok
https://www.wri.org/research/greenhouse-gas-protocol-corporate-value-chain-scope-3-accounting-and-reporting-standard,Greenhouse Gas Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,Greenhouse Gas Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,2011-03-10,https://files.wri.org/d8/s3fs-public/pdf/ghgp_corporate_value_chain_scope_3_standard.pdf,,Greenhouse Gas Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,"SynopsisThis standard (also referred to as the Scope 3 Standard) provides requirements and guidance for companies and other organizations to prepare and publicly report a GHG emissions inventory that includes indirect emissions resulting from value chain activities (i.e., scope 3 emissions).",October 3 2011,,2026-06-19T15:38:16.988850+00:00,ok
https://www.wri.org/research/aqueduct-global-maps-21,Aqueduct Global Maps 2.1,Aqueduct Global Maps 2.1,2015-06-04,https://files.wri.org/d8/s3fs-public/Aqueduct_Global_Maps_2.1.pdf,,Aqueduct Global Maps 2.1,"SynopsisThis working paper updates the 2013 Aqueduct Global Maps 2.0 Metadata Document. It describes the data sources and calculations for the Aqueduct Water Risk Atlas Global Maps. Complete guidelines and processes for data collection, calculations, and mapping techniques are described in the Aqueduct Global Maps 2.1: Constructing Decision-Relevant Global Water Risk Indicators.",April 6 2015,,2026-06-19T15:38:17.071537+00:00,ok
https://www.wri.org/research/making-adaptation-count,Making Adaptation Count,Making Adaptation Count,2011-14-10,https://files.wri.org/d8/s3fs-public/pdf/making_adaptation_count.pdf,,Making Adaptation Count,SynopsisThis report aims to provide adaptation and development practitioners with a practical framework for developing monitoring and evaluation systems that can track the success and failure of adaptation initiatives in the development context. Executive SummaryThis report was made possible with support from the German Agency for International Cooperation (GIZ) on behalf of the German Federal Ministry for Economic Cooperation and Development (BMZ).,October 14 2011,,2026-06-19T15:38:17.217628+00:00,ok
https://www.wri.org/research/opportunities-reduce-water-use-and-greenhouse-gas-emissions-chinese-power-sector,Opportunities to Reduce Water Use and Greenhouse Gas Emissions in the Chinese Power Sector,Opportunities to Reduce Water Use and Greenhouse Gas Emissions in the Chinese Power Sector,2015-12-03,https://files.wri.org/d8/s3fs-public/ghg-chinese-power-sector-issuebrief_1.pdf,,Opportunities to Reduce Water Use and Greenhouse Gas Emissions in the Chinese Power Sector,"SynopsisChina’s power sector is its largest source of greenhouse gas emissions and also its biggest industrial water user. This issue brief includes a Water–Climate Impacts Bubble Chart to help decision-makers better understand the trade-offs between water use, climate impacts, and capital investment in the power sector. Key Findings Employing energy-efficiency measures and technology is by far the most effective strategy for reducing both greenhouse gas emissions and water impacts.",March 12 2015,,2026-06-19T15:38:17.243823+00:00,ok
https://www.wri.org/research/impact-driven-investing-new-mobility-enterprises-perspectives,"Impact-Driven Investing in New Mobility Enterprises: Perspectives from Kampala, Uganda, and Hyderabad, India","Impact-Driven Investing in New Mobility Enterprises: Perspectives from Kampala, Uganda, and Hyderabad, India",2021-27-09,https://files.wri.org/d8/s3fs-public/2021-09/impact-driven-investing-new-mobility-enterprises.pdf?VersionId=d3cZ_E_BJq0wC2AnS..7YtA2RAqSYcQ6,,"Impact-Driven Investing in New Mobility Enterprises: Perspectives from Kampala, Uganda, and Hyderabad, India","Private investments present a critical funding opportunity to achieve the Sustainable Development Goals, due to the growing recognition that socially and environmentally responsible solutions can generate impacts and financial returns across the risk spectrum. Innovative new mobility solutions—especially when driven by impact-oriented investments and enabled by inclusive policies—can be part of the solution for sustainable and equitable transport.",September 27 2021,,2026-06-19T15:38:17.983132+00:00,ok
